reaction,minimum,maximum,minimum_status,maximum_status,blocked_at_tol
r_0466,0.0,5.659369139327904,optimal,optimal,False
r_0467,-4.672517127430459,0.9868550388414642,optimal,optimal,False
r_0468,0.0,5.582919768162341,optimal,optimal,False
r_0469,0.0,2.325860193329848,optimal,optimal,False
r_0470,0.0,11.164384099674974,optimal,optimal,False
r_0471,0.044105950783355954,11.222630631304106,optimal,optimal,False
r_0472,0.0,0.0,optimal,optimal,True
r_0473,0.0,5.582919768167415,optimal,optimal,False
r_0475,0.0,16.642801011455035,optimal,optimal,False
r_0476,0.008457598215540861,16.65125860967249,optimal,optimal,False
r_0477,0.00019109464759435962,16.642992106117877,optimal,optimal,False
r_0478,0.0011425236744013682,0.011425234820315313,optimal,optimal,False
r_0479,0.0023997093775600144,0.023997097648106928,optimal,optimal,False
r_0480,0.0,0.0,optimal,optimal,True
r_0481,0.0,4.995190081544639,optimal,optimal,False
r_0482,0.0,0.0,optimal,optimal,True
r_0483,0.0,4.995190081553486,optimal,optimal,False
r_0484,0.0,0.0,optimal,optimal,True
r_0485,8.093801253215744e-09,8.321400157296418,optimal,optimal,False
r_0486,-4.556231374217843,1.9534851712346797,optimal,optimal,False
r_0487,0.0,0.0,optimal,optimal,True
r_0488,0.0,16.642801001762447,optimal,optimal,False
r_0489,0.0,16.642801001764173,optimal,optimal,False
r_0490,0.0,11.262763107979714,optimal,optimal,False
r_0491,0.0,11.263325823538626,optimal,optimal,False
r_0492,0.0,11.263325823544973,optimal,optimal,False
r_0497,0.0,2.7738194084408003,optimal,optimal,False
r_0499,0.0008288300463353626,0.6219524744833144,optimal,optimal,False
r_0501,0.0,0.0,optimal,optimal,True
r_0502,-2.189370104209951,1.598227147590706,optimal,optimal,False
r_0503,1.5378222875951795e-06,1.5378154465946755e-05,optimal,optimal,False
r_0504,0.0,0.0,optimal,optimal,True
r_0505,0.0,2.2328768199349835,optimal,optimal,False
r_0506,0.0,0.0,optimal,optimal,True
r_0507,0.0,0.0,optimal,optimal,True
r_0508,0.0,0.0,optimal,optimal,True
r_0509,0.0,0.0,optimal,optimal,True
r_0510,0.0028885967292601672,20.03385689776084,optimal,optimal,False
r_0511,0.0,20.030967457036727,optimal,optimal,False
r_0512,0.002296607875104084,0.022966075406863826,optimal,optimal,False
r_0514,0.00038848815040346864,3.841034875408756,optimal,optimal,False
r_0518,0.0,0.0,optimal,optimal,True
r_0519,0.0,0.0,optimal,optimal,True
r_0520,0.0,0.0,optimal,optimal,True
r_0521,0.0,0.0,optimal,optimal,True
r_0522,0.0,0.0,optimal,optimal,True
r_0523,0.0,0.0,optimal,optimal,True
r_0524,5.131470200573342e-07,5.131469336573843e-06,optimal,optimal,False
r_0525,8.093801019304057e-06,8.09380105916946e-05,optimal,optimal,False
r_0526,0.0,3.840646222714388,optimal,optimal,False
r_0527,0.0,9.985680179061788,optimal,optimal,False
r_0528,0.0,16.64282833051853,optimal,optimal,False
r_0529,-16.642800298439205,16.642828330510188,optimal,optimal,False
r_0530,8.093801232780862e-09,0.07214476174227841,optimal,optimal,False
r_0531,8.093801252696261e-09,0.0721447617421474,optimal,optimal,False
r_0532,0.0,0.0,optimal,optimal,True
r_0533,0.0,0.0,optimal,optimal,True
r_0534,0.13282612537768915,13.482100751310792,optimal,optimal,False
r_0535,0.0,0.0,optimal,optimal,True
r_0536,0.0006763753986088135,0.00676375284725929,optimal,optimal,False
r_0537,0.0006763753986088199,0.006763755077575901,optimal,optimal,False
r_0538,0.000676375398608816,0.006763755077575862,optimal,optimal,False
r_0539,0.0006763753986088171,0.006763755077574089,optimal,optimal,False
r_0540,0.0,0.0,optimal,optimal,True
r_0541,0.0,0.0,optimal,optimal,True
r_0542,0.0026660952194984466,0.026660956497345185,optimal,optimal,False
r_0543,0.0,0.0,optimal,optimal,True
r_0544,0.0,6.241050111903954,optimal,optimal,False
r_0545,0.002666095219498439,0.026660947706002917,optimal,optimal,False
r_0546,0.0,1.9287267684675302,optimal,optimal,False
r_0547,0.0,1.8327309054061605,optimal,optimal,False
r_0548,0.001903443752776387,1.9277616675155957,optimal,optimal,False
r_0549,0.0009651693377523671,1.741816594377804,optimal,optimal,False
r_0550,0.0,4.9951900815563945,optimal,optimal,False
r_0551,0.0,0.0,optimal,optimal,True
r_0552,0.0,2.740305315152767,optimal,optimal,False
r_0553,0.0,1000.0,optimal,optimal,False
r_0554,0.0,0.0,optimal,optimal,True
r_0555,0.0,0.0,optimal,optimal,True
r_0556,1.1698366735934993e-23,6.241050115558347,optimal,optimal,False
r_0557,8.093801232780864e-09,0.0721447617689292,optimal,optimal,False
r_0558,0.001790895935195239,0.5600123609623358,optimal,optimal,False
r_0560,0.0017908959352117555,0.5600123350623808,optimal,optimal,False
r_0561,-1.6067898854645088e-24,6.241050379304347,optimal,optimal,False
r_0562,0.0,9.985680606875396,optimal,optimal,False
r_0563,0.0006763753986088134,0.0067637530012007825,optimal,optimal,False
r_0564,0.0006763753986088141,0.006763755077576481,optimal,optimal,False
r_0565,0.00038848815040327397,0.5906563921108667,optimal,optimal,False
r_0566,0.0003613057858549668,2.218667920168429,optimal,optimal,False
r_0567,0.0,0.39034733017224177,optimal,optimal,False
r_0568,0.0,16.69474658292561,optimal,optimal,False
r_0569,0.0,16.82006522502407,optimal,optimal,False
r_0570,0.0015052054447449014,0.6226288236339711,optimal,optimal,False
r_0571,0.0,8.321400536479034,optimal,optimal,False
r_0572,0.0,0.0,optimal,optimal,True
r_0573,0.0,0.0,optimal,optimal,True
r_0574,0.0,0.0,optimal,optimal,True
r_0575,0.0,0.0,optimal,optimal,True
r_0596,0.0,0.0,optimal,optimal,True
r_0597,0.0,0.0,optimal,optimal,True
r_0598,0.0,0.0,optimal,optimal,True
r_0599,0.0,0.0,optimal,optimal,True
r_0600,0.0,0.0,optimal,optimal,True
r_0601,0.0,0.0,optimal,optimal,True
r_0602,0.0,0.0,optimal,optimal,True
r_0603,0.0,0.0,optimal,optimal,True
r_0604,0.0,0.0,optimal,optimal,True
r_0605,0.0,0.0,optimal,optimal,True
r_0606,-2.6747841001151854e-29,0.0,optimal,optimal,True
r_0607,0.0,2.6747841001151843e-29,optimal,optimal,True
r_0608,0.0,3.923918394773411e-29,optimal,optimal,True
r_0609,0.0,0.0,optimal,optimal,True
r_0610,0.0,-1.2440253518919215e-29,optimal,optimal,True
r_0611,0.0,0.0,optimal,optimal,True
r_0612,0.0,0.0,optimal,optimal,True
r_0613,0.0,0.0,optimal,optimal,True
r_0614,0.0,1.8850084431173466e-30,optimal,optimal,True
r_0615,0.0,0.0,optimal,optimal,True
r_0616,0.0,0.0,optimal,optimal,True
r_0617,0.0,0.0,optimal,optimal,True
r_0618,0.0,0.0,optimal,optimal,True
r_0619,0.0,0.0,optimal,optimal,True
r_0620,0.0,0.0,optimal,optimal,True
r_0621,0.0,0.0,optimal,optimal,True
r_0622,0.0,0.0,optimal,optimal,True
r_0623,0.0,0.0,optimal,optimal,True
r_0624,0.0,0.0,optimal,optimal,True
r_0625,0.0,0.0,optimal,optimal,True
r_0626,0.0,0.0,optimal,optimal,True
r_0627,0.0,0.0,optimal,optimal,True
r_0628,0.0,0.0,optimal,optimal,True
r_0629,0.0,0.0,optimal,optimal,True
r_0630,0.0,0.0,optimal,optimal,True
r_0631,0.0,0.0,optimal,optimal,True
r_0632,0.0,0.0,optimal,optimal,True
r_0633,0.0,0.0,optimal,optimal,True
