path,bytes,sha256,change,source_zip,source_member,source_sha256,source_match
models/fabric_ai/common_model.json,4556661,c7767f92ae22dfd1591ca138e99dc305f477728cffb9eee4eef71d3c162ed684,ADDED,FABRIC-AI_Production_Optimizer_v1.2_fresh_Design-mode_freeze_20260908.zip,FABRIC-AI_v1.2_fresh_Design-mode_freeze_20260908/model/common_model.json,c7767f92ae22dfd1591ca138e99dc305f477728cffb9eee4eef71d3c162ed684,EXACT
notebooks/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,UNCHANGED,,,,NOT_APPLICABLE
notebooks/README.md,483,7b5a933a3c063df5e5671fbc43ae052f6a2e8fd82255503a08f0bdf0222212b2,UNCHANGED,,,,NOT_APPLICABLE
parts/AISB26-045-001/characterization.md,2066,3a38d8baf05a32e30bbe50fa4dcbf8d4658512c468340e08760d4a6c313fb7c1,UNCHANGED,,,,NOT_APPLICABLE
parts/AISB26-045-001/map.svg,7877,a31f59a3d9cc450eb5116b0e9c779825857e0ce62b15322a692f3de69c3cc5f2,ADDED,FABRIC-AI_v0.8_phase2_baseline_signed_20260905(1).zip,parts/AISB26-045-001/map.svg,a31f59a3d9cc450eb5116b0e9c779825857e0ce62b15322a692f3de69c3cc5f2,EXACT
parts/AISB26-045-001/metadata.yaml,1354,cc66dcc5aca8606c3fb562cf94627a78f26e5c430f49c45ddc29120295ddbc40,UNCHANGED,,,,NOT_APPLICABLE
parts/AISB26-045-001/registry_export.gb,18363,aa52c10bc4ef813d65a8f2619db7820e1c48865a9d4126c5b52744ed52a32784,ADDED,FABRIC-AI_v0.8_phase2_baseline_signed_20260905(1).zip,parts/AISB26-045-001/registry_export.gb,aa52c10bc4ef813d65a8f2619db7820e1c48865a9d4126c5b52744ed52a32784,EXACT
parts/AISB26-045-001/sequence.fasta,13157,7f8ace367de86e3a3eae18b4df088506a508a1edfc53a83bc601f3091ff946e6,ADDED,FABRIC-AI_v0.8_phase2_baseline_signed_20260905(1).zip,parts/AISB26-045-001/sequence.fasta,7f8ace367de86e3a3eae18b4df088506a508a1edfc53a83bc601f3091ff946e6,EXACT
parts/AISB26-045-002/characterization.md,2092,af3519e2867367ea7b42b782c393e2fae65cb808bd6984a9785da6fa3407b913,UNCHANGED,,,,NOT_APPLICABLE
parts/AISB26-045-002/map.svg,1070,419ab3726695ca976578bd3d5cbf5ff2b40649338548a290dff1341e9d494a89,ADDED,FABRIC-AI_v0.8_phase2_baseline_signed_20260905(1).zip,parts/AISB26-045-002/map.svg,419ab3726695ca976578bd3d5cbf5ff2b40649338548a290dff1341e9d494a89,EXACT
parts/AISB26-045-002/metadata.yaml,1497,7e2fb792363a10982941547f4968e2cf313a385abbb920dd37e5091b6eb47a89,UNCHANGED,,,,NOT_APPLICABLE
parts/AISB26-045-002/registry_export.gb,1324,82f42b1b6628ac78bd596d2b1069d54d45eb9e1b02e930792a39e390ada58686,ADDED,FABRIC-AI_v0.8_phase2_baseline_signed_20260905(1).zip,parts/AISB26-045-002/registry_export.gb,82f42b1b6628ac78bd596d2b1069d54d45eb9e1b02e930792a39e390ada58686,EXACT
parts/AISB26-045-002/sequence.fasta,865,5e096c8f446ff71f067bf25634623c10e8831fce932d6fec7f98e3b0709a6a69,UNCHANGED,,,,NOT_APPLICABLE
parts/README.md,2076,8a2cac7499ee2de06a7090f65d1adc2071f213b66764859c3a5b83ac7342eae9,UNCHANGED,,,,NOT_APPLICABLE
README.md,12921,ceabbad89d39be39c59906c22d23838f569346315f5c187f446ed75dac33ad34,UPDATED,,,,NOT_APPLICABLE
requirements.txt,1022,f4e87d9c76b599c5a0dc008e356deb8c02cc2a046f62818c454c6bee4b8508e6,UNCHANGED,,,,NOT_APPLICABLE
results/baseline/20260907/fastknock_235_contract.json,677,0212baf2ad9cdfb6edae0d66f54bfea5f1f19cad0201d0c168bfa7ac4d002ced,UNCHANGED,,,,NOT_APPLICABLE
results/baseline/20260907/optenvelope_v1_235pool_transfer_check.csv,512,2a68b2f7e55a94d26db38426760b26f6ce2366b706b12c2e773d4adb6ee0ac07,UNCHANGED,,,,NOT_APPLICABLE
results/baseline/20260907/optenvelope_v1_corrected_closeout_audit.md,3756,45482264df17a14901c8018b3bc1aeeae593b2e8e51a9a66aff3779cb7d31adf,UNCHANGED,,,,NOT_APPLICABLE
results/baseline/20260907/README.md,3559,6467458f8b2671b0b0339b60e44c4853b91f5eb0cfd28d2a57022e8287ba569d,UNCHANGED,,,,NOT_APPLICABLE
results/baseline/20260907/RUNBOOK.md,6032,aaf6bc469dc914d0bbc2fa9f7a212378b51bcee7c4a0bc081966dc05d13392f6,UNCHANGED,,,,NOT_APPLICABLE
results/baseline/20260907/V1_CANDIDATE_POOL_ERRATUM.md,1840,f5b35aa8b3b376eccd33198433918d387e1f9e99949e410516e2d478f739f3aa,UNCHANGED,,,,NOT_APPLICABLE
results/baseline/20260907/v2b_bvitamin_panel_candidate_count_sweep_VALIDATED.csv,241,8c03b657a62d87991a5bdaa8be0cc501f6e296cad6552fac16523567b795d3fe,UNCHANGED,,,,NOT_APPLICABLE
results/baseline/20260907/V2B_DIAGNOSTIC_SPEC_v1.md,2619,61da9ad57a5f1facb83a6d4f8c94f6c61e00c45b08023aafb7e06e3ee4b4ece6,UNCHANGED,,,,NOT_APPLICABLE
results/baseline/20260908/fastknock_run_status.json,1218,7ff2331d443f6a27302b42a39af6c504df1c7ed76a25e16c1d1559112dbc6924,UNCHANGED,,,,NOT_APPLICABLE
results/baseline/20260908/FOUR_METHOD_BENCHMARK_FINAL.md,6901,31a034a9883b06af2f50fe58f0f32f6bae1affd5b27a2791a47c8e26d154f725,UNCHANGED,,,,NOT_APPLICABLE
results/baseline/20260908/README.md,1533,b75589b7c490718e3cece0f66b0b85eb6428b414f03734ae032335d0c0f8b9be,UNCHANGED,,,,NOT_APPLICABLE
results/evidence/20260908/CODE_AND_PARTS_SYNC_TASK.md,4193,03c1264197705f6b9a9f3ce4c6562368d84ba6f2bf1ce4d81e305e2472f6e68d,UNCHANGED,,,,NOT_APPLICABLE
results/evidence/20260908/code_parts_sync/consistency_scan.csv,30909,2baca1986c36c9816da9bd9504a1377bdca08b449c588c2a04c50453b308ce04,ADDED,,,,NOT_APPLICABLE
results/evidence/20260908/code_parts_sync/current_ranking_tests.log,115,f04e20cec761a1f500e855f124f5cf4b65b3d65d25c8c8df4ad6cd7df1406baa,ADDED,,,,NOT_APPLICABLE
results/evidence/20260908/code_parts_sync/current_ranking_verification.json,1833,ad603d5ff65fb296b106e64624c48f912218406a1fe78040dc2d78c084e890bf,ADDED,,,,NOT_APPLICABLE
results/evidence/20260908/code_parts_sync/parts_integrity_check.csv,2970,89e595f54c35c26e0cbeacff6d194963ee017129e3e19211b153fd704b8532e4,ADDED,,,,NOT_APPLICABLE
